userId,ItemId
6219,77635299
6220,77635299
6221,77635299
6221,77635299
6223,77635299
6225,77635299
6227,77635299
6228,77635299
6231,77635299
6233,77635299
6234,77635299
6235,77635299
6239,77635299
6240,77635299
6241,77635299
6242,77635299
6243,77635299
6245,77635299
6246,77635299
6248,77635299
6249,77635299
6251,77635299
6252,77635299
6252,77635299
6254,77635299
6255,77635299
6256,77635299
6257,77635299
6297,77635299
6298,77635299
6299,77635299
6300,77635299
6301,77635299
6302,77635299
6303,77635299
6304,77635299
6305,77635299
6306,77635299
6307,77635299
6309,77635299
6310,77635299
6311,77635299
6312,77635299
6314,77635299
6315,77635299
6316,77635299
6317,77635299
6318,77635299
6319,77635299
6320,77635299
6321,77635299
6321,77635299
6322,77635299
6323,77635299
6323,77635299
6325,77635299
6326,77635299
6327,77635299
6328,77635299
6329,77635299
6330,77635299
6331,77635299
6332,77635299
6333,77635299
6334,77635299
6335,77635299
6337,77635299
6337,77635299
6338,77635299
6339,77635299
6340,77635299
6341,77635299
6342,77635299
6343,77635299
6345,77635299
6345,77635299
6346,77635299
6347,77635299
6348,77635299
6350,77635299
6351,77635299
6352,77635299
6353,77635299
6354,77635299
6356,77635299
6359,77635299
6360,77635299
6362,77635299
6364,77635299
6365,77635299
6367,77635299
6368,77635299
6369,77635299
6371,77635299
6371,77635299
6373,77635299
6373,77635299
6374,77635299
6374,77635299
6374,77635299
6375,77635299
6375,77635299
6376,77635299
6377,77635299
6378,77635299
6379,77635299
6379,77635299
6379,77635299
6380,77635299
6381,77635299
6382,77635299
6382,77635299
6383,77635299
6385,77635299
6385,77635299
6386,77635299
6387,77635299
6387,77635299
6388,77635299
6389,77635299
6391,77635299
6219,77635300
6244,77635300
6244,77635301
6219,77635303
6221,77635303
6222,77635303
6223,77635303
6224,77635303
6225,77635303
6226,77635303
6227,77635303
6228,77635303
6230,77635303
6231,77635303
6232,77635303
6233,77635303
6234,77635303
6245,77635303
6343,77635303
6344,77635303
6347,77635303
6349,77635303
6350,77635303
6351,77635303
6352,77635303
6353,77635303
6354,77635303
6355,77635303
6356,77635303
6357,77635303
6358,77635303
6360,77635303
6368,77635303
6369,77635303
6372,77635303
6373,77635303
6374,77635303
6375,77635303
6376,77635303
6377,77635303
6378,77635303
6379,77635303
6380,77635303
6381,77635303
6382,77635303
6383,77635303
6384,77635303
6385,77635303
6386,77635303
6387,77635303
6388,77635303
6389,77635303
6391,77635303
6220,77635304
6245,77635305
6245,77635306
6220,77635307
6245,77635307
6220,77635308
6245,77635308
6220,77635309
6245,77635309
6221,77635310
6245,77635310
6246,77635311
6246,77635312
6246,77635313
6221,77635314
6246,77635314
6221,77635342
6246,77635342
6267,77635342
6269,77635342
6272,77635342
6276,77635342
6278,77635342
6281,77635342
6284,77635342
6287,77635342
6290,77635342
6292,77635342
6296,77635342
6298,77635342
6301,77635342
6304,77635342
6307,77635342
6311,77635342
6314,77635342
6318,77635342
6320,77635342
6325,77635342
6329,77635342
6332,77635342
6335,77635342
6339,77635342
6342,77635342
6344,77635342
6348,77635342
6354,77635342
6357,77635342
6360,77635342
6368,77635342
6371,77635342
6374,77635342
6376,77635342
6380,77635342
6383,77635342
6386,77635342
6388,77635342
6391,77635342
6267,77635316
6270,77635316
6272,77635342
6276,77635342
6278,77635342
6281,77635342
6284,77635342
6287,77635342
6290,77635342
6293,77635342
6297,77635342
6299,77635342
6302,77635342
6304,77635342
6308,77635342
6311,77635342
6315,77635342
6318,77635342
6321,77635342
6325,77635342
6329,77635342
6332,77635342
6335,77635342
6339,77635316
6342,77635316
6348,77635316
6351,77635316
6354,77635316
6361,77635316
6365,77635316
6368,77635316
6374,77635316
6377,77635316
6380,77635316
6386,77635316
6388,77635316
6391,77635316
6221,77635317
6247,77635317
6267,77635317
6270,77635342
6272,77635342
6276,77635342
6279,77635342
6282,77635342
6284,77635342
6288,77635342
6290,77635342
6293,77635317
6297,77635317
6305,77635317
6308,77635317
6315,77635317
6318,77635317
6325,77635317
6329,77635317
6332,77635317
6336,77635317
6342,77635342
6345,77635342
6352,77635342
6357,77635342
6361,77635342
6365,77635317
6380,77635317
6384,77635317
6386,77635317
6388,77635317
6221,77635318
6247,77635318
6267,77635318
6270,77635342
6270,77635342
6272,77635342
6273,77635342
6276,77635342
6277,77635342
6279,77635342
6279,77635342
6282,77635342
6283,77635318
6284,77635318
6285,77635318
6288,77635318
6288,77635318
6290,77635318
6291,77635318
6293,77635318
6293,77635318
6297,77635318
6297,77635318
6299,77635318
6302,77635318
6302,77635318
6305,77635318
6305,77635318
6308,77635318
6309,77635318
6311,77635318
6315,77635318
6315,77635318
6318,77635318
6321,77635318
6321,77635318
6326,77635318
6329,77635342
6330,77635342
6333,77635342
6333,77635342
6336,77635342
6337,77635318
6339,77635318
6340,77635318
6342,77635318
6343,77635318
6349,77635318
6349,77635318
6352,77635318
6352,77635318
6354,77635318
6355,77635318
6357,77635318
6358,77635318
6361,77635318
6362,77635318
6366,77635318
6368,77635318
6369,77635318
6372,77635342
6373,77635342
6377,77635342
6378,77635342
6381,77635342
6384,77635342
6386,77635342
6386,77635342
6388,77635318
6391,77635318
6221,77635320
6247,77635320
6267,77635320
6270,77635320
6271,77635320
6272,77635320
6273,77635320
6277,77635320
6277,77635320
6279,77635320
6280,77635320
6283,77635320
6283,77635320
6284,77635342
6285,77635342
6288,77635342
6288,77635342
6291,77635342
6291,77635342
6293,77635342
6293,77635320
6297,77635320
6298,77635320
6300,77635320
6301,77635320
6302,77635320
6302,77635320
6305,77635320
6305,77635320
6309,77635320
6311,77635342
6312,77635342
6315,77635342
6316,77635342
6318,77635342
6319,77635342
6327,77635342
6330,77635342
6330,77635342
6333,77635320
6337,77635320
6337,77635320
6340,77635320
6343,77635320
6343,77635320
6346,77635320
6349,77635320
6350,77635320
6352,77635320
6352,77635320
6355,77635320
6359,77635320
6362,77635320
6362,77635320
6365,77635342
6366,77635342
6369,77635342
6373,77635342
6375,77635342
6375,77635342
6377,77635342
6378,77635342
6380,77635342
6384,77635342
6385,77635342
6386,77635320
6386,77635320
6388,77635320
6221,77635321
6247,77635321
6222,77635322
6247,77635322
6248,77635323
6248,77635324
6222,77635325
6222,77635326
6248,77635326
6222,77635327
6249,77635327
6222,77635328
6249,77635328
6249,77635329
6249,77635330
6249,77635332
6224,77635333
6249,77635333
6224,77635342
6250,77635342
6224,77635342
6250,77635342
6250,77635342
6224,77635342
6250,77635342
6224,77635342
6250,77635338
6224,77635339
6250,77635339
6224,77635340
6250,77635340
6250,77635341
6225,77635342
6250,77635342
6225,77635343
6250,77635343
6219,77635342
6219,77635342
6220,77635342
6221,77635342
6221,77635342
6222,77635342
6223,77635342
6223,77635342
6225,77635344
6225,77635344
6227,77635344
6227,77635344
6244,77635344
6247,77635344
6251,77635344
6251,77635344
6251,77635344
6267,77635344
6270,77635344
6270,77635344
6272,77635344
6273,77635344
6277,77635344
6277,77635344
6279,77635342
6280,77635342
6282,77635342
6283,77635342
6284,77635342
6285,77635342
6288,77635342
6288,77635342
6291,77635344
6291,77635344
6293,77635344
6293,77635344
6297,77635344
6299,77635344
6300,77635344
6302,77635344
6302,77635344
6305,77635344
6305,77635344
6308,77635344
6309,77635344
6311,77635344
6312,77635344
6316,77635344
6318,77635344
6318,77635344
6321,77635344
6322,77635344
6326,77635344
6326,77635344
6329,77635344
6333,77635344
6333,77635344
6336,77635344
6340,77635344
6340,77635344
6345,77635344
6346,77635344
6349,77635344
6355,77635344
6355,77635344
6357,77635344
6358,77635344
6362,77635344
6362,77635344
6365,77635344
6366,77635344
6368,77635344
6369,77635344
6373,77635344
6373,77635344
6375,77635344
6378,77635344
6385,77635344
6388,77635344
6388,77635344
6391,77635344
6251,77635345
6225,77635346
6251,77635346
6251,77635348
6226,77635349
6251,77635349
6227,77635350
6251,77635350
6251,77635352
6251,77635342
6227,77635342
6252,77635342
6227,77635342
6252,77635342
6227,77635342
6252,77635342
6228,77635342
6252,77635342
6228,77635342
6252,77635342
6228,77635361
6252,77635361
6228,77635362
6253,77635363
6229,77635364
6253,77635364
6229,77635365
6253,77635365
6230,77635366
6253,77635366
6230,77635367
6253,77635367
6254,77635368
6230,77635369
6254,77635369
6254,77635371
6232,77635372
6254,77635372
6254,77635342
6232,77635342
6255,77635342
6232,77635342
6255,77635342
6255,77635342
6255,77635342
6233,77635342
6233,77635342
6255,77635342
6234,77635380
6255,77635380
6234,77635381
6255,77635381
6256,77635382
6234,77635383
6256,77635383
6234,77635384
6256,77635384
6234,77635385
6256,77635385
6234,77635386
6256,77635387
6234,77635388
6256,77635388
6235,77635389
6256,77635389
6235,77635390
6256,77635390
6268,77635390
6268,77635390
6271,77635390
6271,77635390
6273,77635390
6274,77635390
6277,77635390
6278,77635390
6280,77635390
6280,77635390
6283,77635390
6283,77635390
6285,77635390
6285,77635390
6288,77635342
6289,77635342
6291,77635342
6292,77635342
6293,77635342
6294,77635342
6298,77635342
6301,77635342
6301,77635342
6302,77635342
6303,77635390
6309,77635390
6310,77635390
6313,77635390
6314,77635390
6316,77635390
6317,77635390
6319,77635390
6322,77635390
6328,77635342
6331,77635342
6334,77635342
6334,77635342
6338,77635342
6340,77635342
6341,77635342
6343,77635342
6344,77635342
6347,77635342
6347,77635390
6350,77635390
6351,77635390
6353,77635390
6353,77635390
6355,77635390
6356,77635390
6359,77635390
6360,77635390
6363,77635390
6366,77635390
6369,77635390
6370,77635390
6374,77635390
6375,77635342
6376,77635342
6378,77635342
6378,77635342
6381,77635342
6385,77635342
6385,77635342
6387,77635342
6389,77635342
6256,77635342
6268,77635391
6269,77635391
6271,77635391
6271,77635391
6273,77635391
6275,77635391
6277,77635391
6278,77635391
6280,77635391
6281,77635391
6283,77635391
6283,77635391
6285,77635391
6286,77635391
6288,77635391
6289,77635391
6292,77635391
6292,77635391
6293,77635391
6294,77635391
6298,77635391
6298,77635391
6301,77635391
6303,77635391
6306,77635391
6307,77635391
6309,77635391
6313,77635391
6317,77635391
6319,77635391
6319,77635391
6322,77635391
6327,77635391
6331,77635391
6332,77635391
6334,77635391
6334,77635391
6338,77635391
6338,77635391
6340,77635391
6341,77635391
6343,77635391
6344,77635391
6347,77635391
6351,77635391
6353,77635391
6355,77635391
6360,77635391
6363,77635391
6363,77635391
6366,77635391
6367,77635391
6373,77635391
6374,77635391
6382,77635391
6387,77635391
6387,77635391
6389,77635391
6390,77635391
6235,77635392
6268,77635392
6269,77635392
6271,77635392
6272,77635392
6274,77635392
6275,77635392
6277,77635392
6278,77635392
6280,77635392
6281,77635392
6283,77635392
6283,77635392
6285,77635392
6286,77635392
6288,77635392
6289,77635392
6292,77635392
6292,77635392
6293,77635392
6294,77635392
6298,77635392
6298,77635392
6301,77635392
6301,77635392
6303,77635392
6303,77635392
6306,77635392
6307,77635392
6309,77635392
6310,77635392
6314,77635392
6314,77635392
6316,77635392
6319,77635392
6319,77635392
6322,77635392
6323,77635392
6327,77635392
6328,77635392
6332,77635392
6334,77635392
6334,77635392
6338,77635392
6338,77635392
6341,77635392
6344,77635392
6350,77635392
6351,77635392
6353,77635392
6356,77635392
6359,77635392
6363,77635392
6364,77635392
6366,77635392
6367,77635392
6371,77635392
6375,77635392
6376,77635392
6382,77635392
6383,77635392
6385,77635392
6385,77635392
6387,77635392
6389,77635392
6391,77635392
6236,77635393
6257,77635393
6268,77635393
6269,77635393
6271,77635393
6272,77635393
6274,77635393
6275,77635393
6278,77635393
6278,77635393
6280,77635393
6281,77635393
6283,77635393
6284,77635393
6285,77635393
6286,77635393
6289,77635393
6289,77635393
6292,77635393
6292,77635393
6294,77635393
6294,77635393
6298,77635393
6298,77635393
6301,77635393
6301,77635393
6303,77635393
6304,77635393
6306,77635393
6310,77635393
6310,77635393
6314,77635393
6314,77635393
6317,77635393
6318,77635393
6319,77635393
6319,77635393
6323,77635393
6324,77635393
6327,77635393
6329,77635393
6332,77635393
6332,77635393
6338,77635393
6341,77635393
6341,77635393
6343,77635393
6344,77635393
6347,77635393
6348,77635393
6351,77635393
6351,77635393
6353,77635393
6354,77635393
6356,77635393
6356,77635393
6360,77635393
6360,77635393
6363,77635393
6364,77635393
6366,77635393
6367,77635393
6370,77635393
6371,77635393
6374,77635393
6376,77635393
6376,77635393
6378,77635393
6383,77635393
6385,77635393
6386,77635393
6387,77635393
6391,77635393
6236,77635394
6257,77635394
6269,77635394
6272,77635394
6275,77635394
6278,77635394
6281,77635394
6284,77635394
6286,77635394
6290,77635394
6292,77635394
6295,77635394
6298,77635394
6301,77635394
6307,77635394
6310,77635394
6314,77635394
6318,77635394
6324,77635394
6332,77635394
6335,77635394
6339,77635394
6342,77635394
6344,77635394
6348,77635394
6356,77635394
6364,77635394
6367,77635394
6371,77635394
6374,77635394
6386,77635394
6388,77635394
6391,77635394
6236,77635395
6258,77635395
6236,77635396
6258,77635396
6236,77635397
6258,77635397
6237,77635398
6259,77635398
6238,77635399
6259,77635399
6238,77635400
6259,77635400
6238,77635401
6259,77635401
6238,77635402
6259,77635402
6239,77635403
6259,77635403
6239,77635404
6260,77635404
6239,77635405
6260,77635405
6260,77635406
6239,77635407
6260,77635407
6239,77635408
6260,77635408
6239,77635409
6261,77635409
6239,77635410
6261,77635410
6240,77635411
6261,77635411
6240,77635412
6261,77635412
6240,77635413
6261,77635413
6240,77635414
6261,77635414
6262,77635415
6240,77635416
6262,77635416
6240,77635417
6262,77635417
6240,77635418
6262,77635418
6262,77635419
6242,77635420
6262,77635420
6262,77635421
6242,77635422
6263,77635422
6242,77635423
6263,77635423
6242,77635424
6263,77635424
6242,77635425
6263,77635425
6243,77635426
6264,77635426
6243,77635427
6264,77635427
6243,77635428
6264,77635428
6243,77635429
6264,77635429
6243,77635430
6264,77635430
6265,77635431
6265,77635432
6265,77635433
6265,77635434
6265,77635435
6265,77635436
6265,77635437
6266,77635438
6266,77635439
6266,77635440
6266,77635441
6266,77635442